,text,label,class
50,"The White House had not made public the results of President Trump’s latest coronavirus test, which he claims he took on Wednesday. But Mr. Trump, eager to prove he had fully recovered a week after being hospitalized for Covid-19, appeared briefly on Thursday at the White House and vowed to return to full strength, and his campaign advisers said he would make his return to the campaign trail on Saturday just weeks after his last major event, a rally in Michigan, when a large group of his supporters were expected to arrive.",3,1
51,"The drug maker Pfizer said on Friday that it had submitted an application to the Food and Drug Administration to authorize its coronavirus vaccine for emergency use, setting in motion what is likely to be a lengthy approval process.",3,1
55,"A rescue operation to retrieve remains of the more than 2,000 people aboard the hijacked U.S.S. Mercy Mission in China has been slowed by the Chinese government, according to military officials. About half of the passengers and crew members wereees are still missing.",3,1
63,"All through last year, as first Europe and then the United States suffered catastrophically high coronavirus infections and deaths, Pacific Rim countries staved off disaster through an array of methods. South Korea tested widely. Australia and New Zealand locked down. In Japan, people donned masks and heeded calls to isolate.",3,1
64,"Johnson & Johnson said Tuesday that it would resume the rollout of its coronavirus vaccine in Europe after the European Union’s drug regulator said that a warning should be added to the product indicating a possible link to rare blood clots, but that the shot’s benefits outweigh the risks.",3,1
65,"Standing in a packed amphitheater in front of Mount Rushmore for an Independence Day celebration, President Trump delivered a dark and divisive speech on Friday that cast his struggling effort to win a second term as a battle against a “new far-left fascism” seeking to wipe out the nation’s values and history.",3,1
66,"The vast majority of Palestinians living in the occupied territories have yet to be vaccinated against the coronavirus, setting off a rancorous debate about whether Israel has a duty to vaccinate Palestinians living under Israeli occupation.",3,1
76,"Weeks before there was evidence that the coronavirus was spreading in U.S. communities, Patricia Dowd, a 57-year-old auditor at a Silicon Valley semiconductor manufacturer, developed flulike symptoms and abruptly died in her San Jose kitchen, triggering a search for what had killed her. Flu tests were negative. The coroner was baffled. It appeared that she had suffered a massive heart attack.",3,1
81,A Georgia state trooper escorted a Republican state lawmaker out of the House chamber in Atlanta on Tuesday after he refused to abide by the legislature’s coronavirus testing protocols.,3,1
82,"The Supreme Court on Thursday refused to exempt religious schools in Kentucky from an order from Gov. Andy Beshear that temporarily shut down all elementary, middle and high schools, whether public or private, in an effort to combat the coronavirus pandemic.",3,1
89,"The travelers arriving at Helsinki’s airport may have a better chance of meeting their match, the Finnish government said on Friday, if they are of Asian descent and speak a little more Finnish.",3,1
91,Scott Thiel can’t remember the last time BlackRock Investment Institute had a positive view on European stocks. It’s been that long.,3,1
95,"Obesity may be one of the most important predictors of severe coronavirus illness, new studies say. It’s an alarming sign that the pandemic is gaining on the nation’s overweight citizens, forcing many to remain indoors and to bulk up their diets in hopes of avoiding the virus.",3,1
100,The pandemic is pushing millions of Americans into poverty and forcing many of the nation’s governors to shut their doors for the first time in months.,3,1
116,"When he takes office on Thursday, President Trump will confront a sharply divided Congress where many Republicans argued that his election was fraudulent.",3,1
119,"Troubling new signs that the coronavirus is spreading in the United States emerged on Friday, as cases not explained by overseas travel or contact with a person known to be infected were reported in California, Oregon and Washington State.",3,1
121,"When the pandemic hit and tens of millions of American workers suddenly redeployed to their basements and living rooms, it was easy to imagine that their workdays would unfold roughly as before, with communication tools like Slack and Zoom substituting for face-to-face interactions (and maybe with slightly greater multitasking opportunities).",3,1
124,"There were 228,731 known cases of the coronavirus in the United States as of April 9, the CDC reported on Wednesday, an increase of 57 percent from the same time last week. The nation’s total virus count surpassed 400,000 on Wednesday, as the nation’s outbreak spiraled further out of control.",3,1
128,"Alarmed at China’s stranglehold over supplies of masks, gowns, test kits and other front-line weapons for battling the coronavirus, countries around the world have set up their own factories to cope with this pandemic and outbreaks of the future.",3,1
129,"As the coronavirus has hopscotched the world, a paradox has emerged: Rich nations are not necessarily better at fighting the crisis than poorer ones.",3,1
130,"The United States, Europe and Japan are poised to launch a clinical first in the Trump administration to use an experimental antibody treatment to test an early promise of safety and revive the stalled vaccine development race: the first to give people the first dose of a clinically authorized, fully tested vaccine.",3,1
134,"The Covid-19 vaccine program, which aims to end the world’s longest pandemic, has been plagued by technical snafus, missed deadlines and cumbersome financial commitments.",3,1
136,"In the fight against the coronavirus, the Trump administration has been making risky calculations to avoid the brunt of an outbreak that is threatening to wash over the Republican Party and America’s politics.",3,1
137,An independent committee of experts advising the Centers for Disease Control and Prevention voted on Saturday to endorse a second coronavirus vaccine for use in the United States.,3,1
139,"Australians flown home from Wuhan, China, will be quarantined on an island for two weeks. Americans, also evacuated from Wuhan, will be “temporarily housed” on an air base in California. And in South Korea, the police have been empowered to detain people who refuse to be quarantined.",3,1
145,"On the eve of accepting the Republican nomination for president four years ago, Donald J. Trump declared that he would pull out of NATO if American allies did not pay more for their defense, gestures that signaled a sharply increased willingness to challenge the alliance’s economic realities and the Trump campaign’s long-held belief that American influence could be undermined by Beijing.",3,1
152,"Typhoon Goni, which made landfall in the Philippines with intense winds early on Sunday morning, by the end of the day appeared to have spared the area in and around the capital Manila, with its 13 million residents.",3,1
156,"With coronavirus cases on the rise and communities returning to lockdown across the country, a marketing push is underway to persuade skeptical Americans to immunize themselves once vaccines are ready.",3,1
159,"This fall, even as cases surged across Europe, Germany worked hard to keep schools open, prioritizing them over other aspects of daily life like restaurants and bars.",3,1
161,Guidelines from the Centers for Disease Control and Prevention making the rounds this month on the internet are clarifying what we know about the transmission of the coronavirus.,3,1
164,"Officials in Texas confronted a fast-spreading variant of the coronavirus at their own briefing on Thursday, as concerns about the potential for a pandemic amplified the impact of the first case in the nation.",3,1
172,Hospitals around the country who have been waiting months for the first doses rapidly scrambled to put together events after unknowns about the vaccine and its distribution made it difficult to perfectly plan for its arrival.,3,1
173,"Children are romping on playgrounds and riding bikes along tree-lined streets. The backyards are big enough for bar mitzvahs and cultural events, and the public schools are quality. Life is typically slow and steady, predictable though the carnival may be.",3,1
176,"The coronavirus was spreading around the world, and officials at the United States Agency for International Development were anxious to rush humanitarian aid to nations in need. But first, they had to settle a debate over American branding and whether it should be displayed on assistance headed to conflict zones.",3,1
180,"Advisers to President Trump will meet with officials at the White House on Thursday for an daily briefing to discuss the threat posed by the coronavirus, including the implementation of President Trump’s expected response to the outbreak.",3,1
181,"There’s a pandemic, an economic recovery that’s begun to stall, and immediate need for new spending to shore up the economy as the coronavirus stalks the recovery from the pandemic.",3,1
190,"Rosalind Wyman has been a delegate at every Democratic National Convention since 1952, save the one in 1968. And, at age 89, she was certain that this year would be no different.",3,1
197,"After caring for patients through an ever-widening array of means, the Covid-19 crisis 10 years ago forced the Colliers Foundation, a medical research and development organization, to seek a foundation other than its own to continue work on a medical front. The Foundation’s work in recent years has had a financial endowment that has helped it weather the most of the pandemic, while its advertising budget has allowed it to keep its doors open and its doors widely accessible. The Foundation has continued to receive donations from wealthy and powerful foundations, as well as organizations dedicated to end discrimination.",3,1
201,"He has been stranded at home for the past two weeks, fighting the thoughts of Britain’s prime minister as he pivots on Britain’s membership of the European Union.",3,1
205,"The pandemic has killed more than 70,000 people around the world. Millions more have been left struggling to overcome debilitating panic and distrust, and millions more have lost their jobs and are unable to return to work.",3,1
207,"Biden takes a stab at bipartisanship, but Democrats in Congress aren’t holding their breath. It’s Tuesday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday.",3,1
209,"In the weeks before the coronavirus pandemic rang down the curtain on much of the U.S. economy, before it was safe to go out in public, people still talked about face masks, social distancing and the need for antiviral drugs.",3,1
212,"When Donald J. Trump first took office, he promised to “come up with a great health plan,” one that would repeal the Affordable Care Act but replace it with something better while maintaining its biggest selling point: protecting people with pre-existing medical conditions.",3,1
218,"The city Planning Commission meeting in Vallejo, Calif., last week followed the same humdrum pattern of so many municipal meetings: There was the Pledge of Allegiance and a roll call, followed by various reports.",3,1
221,"Rain is not in the forecast for President-elect Joseph R. Biden’s inauguration on Wednesday, but uncertainty, sowed by his opponents, will cloud the proceedings.",3,1
226,"As the nation entered what is likely to be the darkest and potentially deadliest period of the coronavirus pandemic, researchers at the National Institute of Allergy and Infectious Diseases offered starkly pessimistic predictions in a confidential analysis of how soon the country will be able to safely emerge from the lockdown.",3,1
232,"When it comes to the sort of double-digit drop in oil and gas prices the Organization of the Petroleum Exporting Countries’s (OPEC) consortium is experiencing, other nations may have gotten help from China.",3,1
235,"The number of people traveling by air today is the highest it has been since World War II, underscoring the urgency for air travelers to take extra precautions and for airlines to ensure a safe return for those aircraft scheduled to fly part of the year.",3,1
243,"Even though there are only five cases of Wuhan coronavirus in the United States, the mask hoarding has begun.",3,1
