text,label,class
"A senior Chinese official, Li Wenliang, who has been battling to get answers about the origins of the coronavirus outbreak in China, appeared to have suffered a serious case of the disease on Saturday, the latest setback in Beijing’s efforts to explain the origins of the pandemic.",4,1
"As the coronavirus raced across the globe earlier this year, the Trump administration’s most powerful diplomats were thrust into a critical role in navigating a globe increasingly fraught diplomatic landscape.",4,1
"There were a handful of people in Danbury, Conn., who were near the front of the line to get the coronavirus vaccine. There were so many people left behind that the city’s Department of Health wrote a letter to each of its 13 pharmacies offering the chance to pause the Johnson & Johnson Cancer Relief Actuary for verification of millions of doses of the Johnson & Johnson product line.",4,1
"Uncertainty over the coronavirus pandemic drove worries Friday across the bond markets, and so rattled the economies of emerging markets.",4,1
"Lawmakers crept toward a possible consensus on Monday on a stimulus deal to address the toll of the pandemic, as a bipartisan group of centrist members of Congress pared back their compromise plan to omit the most contentious sticking points.",4,1
"When the mayor of Seattle asked the governor to cover the cost of catching a stingray outside his city, many people in the city were under the impression that he was asking the federal government to cover the cost of the equipment and people to be free.",4,1
"Counting all of the people in the United States is always a giant task for the Census Bureau. But if ever there was a more difficult year than most to conduct the tally, it would seem to be 2020.",4,1
A lawsuit has been filed alleging that the Ford Foundation violated the Sherman Act by withdrawing millions of dollars in emergency relief funds meant for needy families.,4,1
"The idea to funnel cash directly to millions of Americans to help them weather the economic disaster ravaging the globe amid the coronavirus pandemic made its way to President Biden’s desk last week, as lawmakers consider a compromise on a $900 billion lifeline that could be delivered over the coming months if the president’s negotiators with Congress meet again, setting the stage for an accelerated rescue package to address the country’s vulnerabilities.",4,1
"The first federal worker to die after contracting the coronavirus was a mother at home on March 14, not in the kitchen tending to her children at home. Hours later, she was overcome by vomiting and diagnosed with respiratory failure. As many as 70 people were working in the home, and her condition worsened, a contributing factor.",4,1
"A hospital in Washington State projects that it may not have enough lifesaving ventilator masks for all the intensive care patients it needs this year. New York State could be thousands of ventilator short of what it needs. In Michigan, a hospital system has prepared warnings for an impending crunch in supplies of oxygen and other critical medical equipment.",4,1
"President Biden voted on Wednesday to reopen the nation for businesses, but only temporarily, after House Democrats again blocked a provision in the $2.2 trillion economic relief package that would have sent more money to struggling Americans at this stage of the pandemic.",4,1
Exxon Mobil announced on Wednesday that it would significantly cut spending on exploration and production over the next four years and would write off up to $20 billion of investments in natural gas.,4,1
"Politicians, celebrities, social media influencers and even N.B.A. teams have been tested for the new coronavirus. But as that list of rich, famous and powerful people grows by the day, so do questions about whether they are getting access to testing that is denied to other Americans.",4,1
"For weeks, Britain’s National Health Service has been a crucible of attention, a juggernaut of public health that has allowed the country to shape the country’s future as it sets about tightening its borders against the ravages of the coronavirus.",4,1
"The Department of Veterans Affairs had a problem: Some of its workers appeared to be taking home extra masks and other protective gear, most likely fearing that they might not have enough supplies to do their jobs. So the department decided it would start checking everyone’s bags before they left for the day, and officials drafted a memo to explain the new policy.",4,1
"With the coronavirus slowly receding, governors around the United States are beginning to relax pandemic restrictions.",4,1
"A military judge in the United States has ordered the carrier USS Theodore Roosevelt to rotate its aircraft carriers and perform emergency landings in the Pacific Ocean, shifting responsibilities for the outbreak’s tropical wildlife as the administration of President Biden furiously moves to stabilize the maritime alliance.",4,1
One man made fake Honeywell N95 respirators at a makeshift factory on a rural highway. Another man faked an Arkansas-style hooded sweatshirt at a factory lining up a 250-bed-plus primary school. And a third marketed an experimental respirator to the Chinese government.,4,1
"The drug maker Moderna said on Friday that it would soon begin testing its coronavirus vaccine in children ages 12 through 17. The study, listed Wednesday on the website of the Food and Drug Administration, is to include 3,000 children, with half receiving two shots of vaccine four weeks apart, half getting placebo shots of salt water.",4,1
China’s top leaders have already been through a fair amount of turbulence as the international community grapples with the spread of the dangerous coronavirus.,4,1
"The World Health Organization on Thursday recommended against using the antiviral remdesivir, a drug that had generated intense interest as a “cures” for the coronavirus but has had only modest success in keeping the immune system strong and the epidemic from overwhelming hospitals.",4,1
"Even among the surreal sights of an emergency room in the suburban Seattle neighborhood of the University of Washington, Dr. Elizabeth Gilbert was puzzled over the number of people being rushed to the hospital. “There were no snowflakes in the eyes of the doctors,” she said.",4,1
"A 3-month pause in the use of Johnson & Johnson’s Covid-19 vaccine may be followed by a wave of bankruptcies and billions of dollars in additional taxpayer money, the nation’s top emergency medical experts warned on Sunday.",4,1
"When the coronavirus pandemic began to spread across the United States last spring, the country’s public health experts hunkered down at their desks, at home on their own two screens.",4,1
"A mom, frustrated with a cloudyheaded pillow, washed dishes in the restaurant and stood in line for long lines of cousins across the street. Her head throbbed. She had never left her house before, and she didn’t want to go back.",4,1
"The Federal Reserve’s first forecast of six weeks from the coronavirus recession was that four weeks ago, businesses in the United States were plugging holes in the economy led by the pandemic and the resulting need for more safety net spending.",4,1
"One of the most memorable speakers of the first night of the Democratic National Convention was a woman whom many voters had never heard of: Kristin Urquiza, whose father, a supporter of President Trump’s, died of the coronavirus in Phoenix in June, not long after Arizona lifted many of its stay-at-home restrictions.",4,1
"The two main drug distributorships that have struggled to get hold in recent weeks have announced that they plan to resume orders on Friday, just on a furlough basis, as coronavirus vaccine supplies continue to dwindle and more states decline orders.",4,1
"Postmaster General Louis DeJoy, facing intense backlash over cost-cutting moves that Democrats, state attorneys general and civil rights groups warn could jeopardize mail-in voting, said on Tuesday that the Postal Service would suspend those operational changes until after the 2020 election.",4,1
"When Michael Smerling was 16, he watched a video his favorite gamer had posted on YouTube. But it wasn’t about Call of Duty.",4,1
"On the last Monday of June, as the coronavirus began to spread widely again in Newark, officials imposed New Jersey’s toughest new restrictions since the spring lockdown, mandating an 8 p.m. indoor closing time for all restaurants, bars and nonessential businesses citywide.",4,1
"As faith leaders and government officials wrestle with how to respond to the coronavirus pandemic, many are looking to a standard generally agreed upon among epidemiologists: To control your risk, you need to be vaccinated. Unfortunately, that advice is coming with a caveat.",4,1
"A group of 25 family doctors in California has asked the California state to halt the use of the AstraZeneca-Oxford vaccine, after a “serious adverse event” in which a participant tested positive for the respiratory virus caused by the vaccine, officials said.",4,1
"Many people are wondering how this year will end: Will I get a Covid-19 vaccine? In the meantime, a leap of faith is helping to keep the pandemic at bay, and some people are succeeding, if modest, at preventing the virus from spreading.",4,1
"Leaders of Canada and the United States will negotiate a deal on Friday to ensure that American workers can return to work in the fall, after the White House backed away from plans for a seamless trade agreement with Canada on the eve of the Winter Olympics.",4,1
"The American job engine has slowed significantly, as the pandemic has reduced demand from China, a country with the potential to seriously dent the American unemployment rate. But even before the pandemic, many economists still expected a serious economic slowdown to follow.",4,1
"When the coronavirus first struck Italy and masks became scarce, Myss Keta, the mysterious Queen Mother of the Thread, came to the rescue.",4,1
"Maggie Haberman, White House correspondent for The Times, joined us for a DealBook Debrief call to assess how the Trump administration was managing its pandemic response, re-election campaign and more.",4,1
"They are scrounging for discarded clothing donations, looking for spare seats in crowded classrooms, and anxious parents clinging to their roofs. They are frustrated that their hard-earned cash is not advancing toward the promised day when they can pull their children out of school and back into the home. They are clinging to life, caught between a difficult start and the latest worryingly high mortality rate.",4,1
"A decade ago, when the National Football League decided to stage its season in the midst of the coronavirus pandemic, it went all-in on testing. The league tested all players and personnel before they reported for summer training camp, and continued near-daily testing in the months that followed. Between Aug. 1 and the Super Bowl in early February, the N.F.L. administered almost one million tests to players and staff.",4,1
"The cycling boom in the United States has stalled, as some cities recommand recreational opportunities, or even banned full-fledged bike sales, threaten the future of the national movement.",4,1
The coronavirus pandemic has killed more than 1.3 million people. Millions more have lost their jobs. The economic crisis has led to thousands of thousands of thousands of layoffs and thousands of construction delays.,4,1
"If you decided to ride out the pandemic at your out-of-state vacation house or with your parents in the suburbs, you may be in for an unpleasant reality: a hefty tax bill.",4,1
"As Melbourne fights its way out of one of the longest and strictest coronavirus lockdowns in the world, outdoor pools have been one of the few facilities allowed to reopen.",4,1
"A 70-year-old woman was put to death on Wednesday, the first federal execution in 17 years.",4,1
"You know the story well: Not a single public poll in 2016 showed Donald J. Trump beating Hillary Clinton in Wisconsin, and forecasters suggested he had almost no shot. FiveThirtyEight gave him less than a one-in-six chance of winning the state.",4,1
Senator Ron Johnson incited widespread outrage when he said recently that he would have been more afraid of the rioters who rampaged the Capitol on Jan. 6 had they been members of the Black Lives Matter and antifa.,4,1
"And now, the voice of America comes roaring back, triumphant and free of charge, to remind us of why we are worried about the coronavirus at this time of peril.",4,1
"The first New York Times video investigation to look deeply at the fast-spreading coronavirus found that, for every confirmed case, nearly 100 people in the United States will be thrust into a variety of new and unfamiliar challenges.",4,1
"Inside the bowels of the Pentagon, grassy plexiglass could barely keep its footing. The guide dog Washington State’s State Legislature couldn’t agree on who to honor for Black History Month. And until recently, some of the most arcane rules about how the military does its work remained relatively intact.",4,1
"Tens of thousands of workers at an upscale T-shirt factory in Fayetteville, N.C., were out on Friday, decrying what they called unsafe working conditions and suggesting that the company had failed to wear appropriate medical gear to prevent the outbreak.",4,1
"President Biden signed back into law the $450 billion economic relief package that finally passed a bipartisan convention amid the pandemic, a move that, although some economists warn a recession may be on the horizon, is nevertheless a remarkable achievement.",4,1
Groups representing people with disabilities on Monday challenged a plan that would guide hospitals in Washington State dealing with the coronavirus in the event that they do not have enough lifesaving resources for all the patients who need them.,4,1
A small study of children who had been vaccinated against the coronavirus early in the pandemic has provided strong evidence that vaccines reduce transmission of the virus.,4,1
"The 13-year-old disappeared without a trace after he was detained in North Korea’s embassy in Geneva for the past 13 days, as his parents tried to flee to South Korea ahead of a vaccination campaign that ended in his arrest.",4,1
"When the federal government began rushing trillions of dollars of hidden aid to Americans crushed by the coronavirus pandemic, the hope was that some of the aid would allow businesses to keep workers on the payroll and cushion employees against job losses.",4,1
"An enormous storm is bearing down on the Carolinas, the state capital of South Carolina, asGov. Kim Reynolds and her embattled health secretary scrambled to make up for lost time during the coronavirus pandemic.",4,1
"The American economy is continuing to show signs of struggle, and many economists are becoming increasingly anxious about the months ahead.",4,1
"As the clock ticked down on President Trump’s deadline for a decision regarding the federal response to the coronavirus, Sen. Jeff Sessions, the Alabama Republican who has tested positive for the virus, was visibly shaking his head but refusing to budge.",4,1
"In northeastern Syria, where a million people who have fled the civil war are sheltering in muddy tent camps and abandoned buildings, the spread of the coronavirus could wreak untold disaster on a devastated region.",4,1
"A surge of coronavirus cases this fall has prompted the federal government to extend its curfew on New York City and order schools to close throughout the country, escalating one of the worst legal battles between urban adolescents in a century.",4,1
"President Trump at the White House on Wednesday rejected the notion that bed nets would be necessary to contain the coronavirus, even as he pledged to keep a vigilant eye on the outbreak.",4,1
"It is not clear if President Trump will seek a deal with Congress to provide additional relief for the nearly 800,000 people potentially at risk of contracting the coronavirus, according to people close to the negotiations and a draft of the legislation.",4,1
"When the coronavirus first hit Italy, overwhelming the country’s hospitals and prompting the West’s first lockdown, Italians inspired the world with their resilience and civic responsibility, staying home and singing on their balconies. Their reward for months of quarantine was a flattened curve, a gulp of normalcy and the satisfaction of usually patronizing allies pointing to Italy as a model.",4,1
"For more than a decade, Valentina Nunez has cared for patients who showed up in the emergency room in the battered nation of Bangladesh hospitalized with the coronavirus.",4,1
"Prime ministers, a self-proclaimed expert at divining the spread of the coronavirus and its consequences, shares some troubling insights.",4,1
"With the coronavirus pandemic continuing to wreak havoc in the United States and treatments regaining the vast majority of lives, many medical professionals are looking for ways to ensure that patients with serious cases are getting the care they need.",4,1
"When Lorraine Brach held her two sons together from a live-in baby-monitoring site at her house, she could not imagine she was a mom anymore. She was too busy running a stuttering Tai chi class with her husband, unable to stop the tears that welled up in the corners of her Vision Screen.",4,1
"President Trump delivers his annual State of the Nation address on Saturday, and no other countries are being added to the list.",4,1
"If this were any other year, members of the Los Angeles Opera would be singing Christmas carols this week in the wards of Martin Luther King Jr. Community Hospital, which serves the largely poor and Latino communities of South Los Angeles. Instead, a street choir from Skid Row stepped in with a video to bring holiday cheer to the growing number of patients who are being put off by the holiday season.",4,1
"a sudden uptick in coronavirus cases, on top of the pandemic’s control over South Korea.",4,1
"During one of the first weeks of the Biden administration, as the nation headed toward the rollout of $1.9 trillion in new Covid relief measures, it became the policy of the trade organization representing the nation’s largest banks to make loans to small businesses, offering what they called necessary financial relief to ensure that banks would remain available for everyone.",4,1
More than a million travelers a day passed through airport security checkpoints on each of the last three days in the United States.,4,1
"Vaccine exports from China plunged in September as the country became a major importer, as the effect of the coronavirus on the global economy reverberated even deeper.",4,1
"Being the public face of a major corporation, Joseph R. Biden Jr. takes the company’s soaring stock prices, and the country’s lack thereof, very seriously.",4,1
"If, as it’s said, all roads lead to Rome, then they intersect at Piazza Venezia, the downtown hub of the Italian capital, watched over by a traffic officer on a pedestal who choreographs streamlined circulation out of automotive chaos.",4,1
"A Texas man, ranting on social media about the congressional response to the coronavirus outbreak, has been charged with making death threats to Speaker Nancy Pelosi and other Democrats, federal prosecutors announced on Thursday.",4,1
"As the pandemic swept across India, tracking the spread of the virus became easier, and residents sped home to avoid detection.",4,1
"Quantitative easing, or q, is the new normal in financial markets. It has long been the order of the day in financial markets, remarkably stable, if a bit unsettling.",4,1
"The Trump administration is negotiating a deal to use its power to free up supplies of raw materials to help Pfizer produce tens of millions of additional doses of its Covid-19 vaccine for Americans in the first half of next year, people familiar with the situation said.",4,1
"Saudi Arabia on Friday closed its embassy in Beirut, Lebanon, and its consulate general in the United Arab Emirates, imposing a financial price on Lebanon and allowing other countries to impose travel restrictions on citizens of Iran, the Guardian newspaper reported.",4,1
"High in the Himalayas, an immense salt mine lies under the control of one of the world’s great global powers, China.",4,1
"The 1,340 Malverns Edge Buffer Park restaurants in the Boston area, the neighborhood where the bars are closed most, were packed with tourists on a weekend in September. No one wearing masks was inside, and no one could abide wearing them.",4,1
"As the surgeon general told the nation to brace for “our Pearl Harbor moment” of cascading coronavirus deaths this week, several governors said on Sunday that their states were in urgent need of federal help and complained that they had been left to compete for critical equipment in the absence of a consistent strategy and coordination from the Trump administration.",4,1
"The Trump administration is converting an emergency loan program it announced in early March to a fixed rate loan, one of the first federal departments to take advantage of the fast-moving pandemic to provide more relief to struggling Americans and to ensure that more needy people are fed during the coronavirus crisis.",4,1
"At 5 a.m. on Saturday, a volunteer in Savannah, Ga., got an injection that kicked off the first outbreak of the coronavirus at a U.S. veterans’ home in the country. Soon, dozens of other facilities across the country were on the verge of joining that elite group.",4,1
"savings from solar energy, wind turbines and bounty hunters in the SkyCity area of Colorado, the state’s largest urban hub, have fueled an economic development that will help lift up the tourism industry and power a new generation of local economies.",4,1
"Montgomery, Ala., which produces the testing for the coronavirus and is now awaiting results from a large nationwide study, will postpone several key meetings over concerns about the quality of the state’s testing capacity, including those at 2,300 sites that determine which people will be eligible for the vaccine and how they will be distributed.",4,1
"Police officers in riot gear surrounded the Capitol on Wednesday, torturing and arresting those they believed disrupted the peaceful portion of the capital’s spring recess. Shots were fired, some ended up hitting the ground, and the police used pepper spray and a water cannon to disperse them.",4,1
"When Tokyo shut down its economy in March, its capital began to take drastic measures to save money. The country’s biggest banks soon began warning of a hard winter ahead, as the country’s decline in tourist dollars and the cost of hosting the world’s second-largest population peaked.",4,1
"Hi. Welcome to On Politics, your guide to the day in national politics. I’m Nick Corasaniti, your host on Tuesdays for our coverage of all things media and messaging.",4,1
"Facing a worrying surge in coronavirus cases in some Orthodox Jewish neighborhoods, New York City health officials carried out emergency inspections at private religious schools on Friday. The police also stepped up enforcement of public health guidelines in several Orthodox Jewish neighborhoods in Queens and in Brooklyn, where residents often do not wear masks or follow social-distancing guidelines.",4,1
"An additional 5.6 million people who were not receiving any direct paychecks as part of the federal government’s stimulus package are now getting counted as recipients of the state’s unemployment compensation program, the Labor Department reported on Thursday.",4,1
"The United States will conduct an immediate analysis of the coronavirus pandemic to help spot trends in vaccine production that may suggest a need for enhanced protection, and the vaccine could be closer to being online than ever.",4,1
"The funeral directors will have to wait for their big get-together. So will the toymakers, the equestrians and the vegans.",4,1
"Even as the pandemic devastated several European countries, the bloc’s largest, the single biggest economy, the Bundesbank of Germany, was hit hard by the contagion on Wednesday, the German central bank struck emergency measures to prop up the economy and prevent a recession.",4,1
"Alarmed by the outbreak of the coronavirus and kept apart by a virtual wall, the Trump campaign in critical states has embarked on a massive buy-in period that could cost the president dear in November.",4,1
"The first time the police came to the Body Tech Fitness gym it was with a polite warning. But four hours later they were back, and this time in force.",4,1
Are you a teacher or professor at a school that’s returning for in-person learning? We’d love to hear about how you’re approaching the coming semester. How are you weighing the risks? What are you hearing from your students’ families? We want to know how you’re preparing for the return to schools in the coming days. Your response might be featured in our Coronavirus Schools Briefing.,4,1
"The Supreme Court issues a ruling with implications for Election Day, while Wisconsin Democrats prepare to move the goalposts ahead of the election.",4,1
"Associated Press writers criticized the slow pace of the pandemic response, suggesting that President Biden’s goal of greeting each new passport stamped with the “Death Certificate” was unrealistic.",4,1
"The Dalai Lama, the Tibetan spiritual leader, received his first shot of the Oxford-AstraZeneca vaccine on Saturday in the northern Indian town of Dharamsala.",4,1
"A simple Facebook ad told a Vancouver tailor how Sara Paul Wang, a Democratic candidate for Congress, might vote in the coming year. A campaign promise to buy more American-made clothing for her constituents made some uneasy.",4,1
"Hawaii, which is grappling with a triple-digit drop in tourism revenue because of the coronavirus pandemic, is seeking a compromise that could allow it to regain some of that money.",4,1
The targeting of men as gender specific has long been an issue in the research on domestic violence. But researchers in the United States and the United Kingdom say their latest findings provide the first clear evidence that the virus was behind nearly all of the severe cases of male perpetration since April.,4,1
"A meeting of the World Health Organization that was supposed to chart a path for the world to combat the spread of the coronavirus as the 2020 calendar turned to 2030. Instead, the gathering in Venezuela last week moved at a festival pace for the last three days, with bargains in excess of $300,000.",4,1
"Senator Mitt Romney has joined the lineup for the DealBook DC Policy Project on Jan. 22-23. Speakers include Treasury Secretary Janet Yellen, Robinhood’s Vlad Tenev, the New York attorney general Letitia James and others discussing what’s next for business and policy. Register here to attend, from anywhere in the world, free of charge.",4,1
"What was once a flood of health care workers catching the coronavirus in Los Angeles County has now slowed to a trickle, in large part because the vast majority of them have been vaccinated, local public health officials said.",4,1
"Coronavirus is now claiming so many lives that The Times has had to reassign some of its reporters to help on the obituaries desk. It feels to me like every day, another cultural figure who has touched my life in some profound way is lost to the virus.",4,1
